GAME OF THE YEAR
Sekiro: Shadows Die Twice,https://en.wikipedia.org/wiki/Sekiro:_Shadows_Die_Twice
Control,https://en.wikipedia.org/wiki/Control_(video_game)
Death Stranding,https://en.wikipedia.org/wiki/Death_Stranding
Resident Evil 2,https://en.wikipedia.org/wiki/Resident_Evil_2_(2019_video_game)
Super Smash Bros. Ultimate,https://en.wikipedia.org/wiki/Super_Smash_Bros._Ultimate
The Outer Worlds,https://en.wikipedia.org/wiki/The_Outer_Worlds
