GAME OF THE YEAR,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
Resident Evil 2,https://en.wikipedia.org/wiki/Resident_Evil_2_(2019_video_game),Capcom,Capcom,Windows | PlayStation 4 | Xbox One | ,January 25  2019,Survival horror,Single-player
Sekiro: Shadows Die Twice,https://en.wikipedia.org/wiki/Sekiro:_Shadows_Die_Twice,FromSoftware,JP: FromSoftware | ,Microsoft Windows | PlayStation 4 | Xbox One | ,22 March 2019,Action-adventure,Single-player
Outer Wilds,https://en.wikipedia.org/wiki/Outer_Wilds,Mobius Digital,Annapurna Interactive,Microsoft Windows | Xbox One | PlayStation 4 | ,Xbox One: May 29  2019 | Windows: May 30  2019 | PlayStation 4: October 15  2019 | ,Action-adventure,Single-player


BEST ONGOING GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
FORTNITE (1st),https://en.wikipedia.org/wiki/Fortnite,Survival, battle royale, sandbox,Epic Games,Epic Games,Epic Games  Warner Bros. Interactive Entertainment,Windows  macOS  Nintendo Switch  PlayStation 4  Xbox One  iOS  Android,Fortnite: Save the WorldJuly 25 |  2017
Apex Legends,https://en.wikipedia.org/wiki/Apex_Legends,Respawn Entertainment,Electronic Arts,Windows | PlayStation 4 | Xbox One | ,February 4  2019,Battle royale  first-person shooter,Multiplayer
Destiny 2,https://en.wikipedia.org/wiki/Destiny_2,Bungie[a],Activision (2017–2019) | Bungie (2019–present) | ,Windows | PlayStation 4 | Xbox One | Stadia | ,PS4  Xbox One: September 6  2017 | Windows: October 24  2017 | Stadia: November 19  2019 | ,First-person shooter,Multiplayer
Final Fantasy XIV,https://en.wikipedia.org/wiki/Final_Fantasy_XIV,Square Enix Business Division 5,Square Enix,Microsoft Windows | PlayStation 3[a] | PlayStation 4 | OS X | Xbox One | ,Windows  PlayStation 3: August 27  2013 | PlayStation 4: April 14  2014 | OS X: June 23  2015 | Xbox One: TBA | ,MMORPG,Multiplayer
Tom Clancy's Rainbow Six Siege,https://en.wikipedia.org/wiki/Tom_Clancy%27s_Rainbow_Six_Siege,Ubisoft Montreal[a],Ubisoft,Microsoft Windows | PlayStation 4 | PlayStation 5 | Xbox One | Xbox Series X | ,WW: December 1  2015: WW: Q4 2020 | ,Tactical shooter,Single-player |  multiplayer


BEST NARRATIVE,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
DISCO ELYSIUM (1st),https://en.wikipedia.org/wiki/Disco_Elysium,ZA/UM,ZA/UM,Microsoft Windows | PlayStation 4 | Xbox One | ,Microsoft Windows: 15 October 2019 | PlayStation 4  Xbox One: 2020 | ,Role-playing,Single-player
A Plague Tale: Innocence,https://en.wikipedia.org/wiki/A_Plague_Tale:_Innocence,Asobo Studio,Focus Home Interactive,Microsoft Windows | PlayStation 4 | Xbox One | ,May 14  2019,Action-adventure  stealth  survival horror,Single-player
Control,https://en.wikipedia.org/wiki/Control_(video_game),Remedy Entertainment,505 Games,Microsoft Windows | PlayStation 4 | Xbox One | ,27 August 2019,Third-person shooter  action-adventure,Single-player
Death Stranding,https://en.wikipedia.org/wiki/Death_Stranding,Kojima Productions,Sony Interactive Entertainment[a] | 505 Games[b] | ,PlayStation 4 | Microsoft Windows | ,PlayStation 4: November 8  2019 | Windows: June 2  2020 | ,Action,Single-player
The Outer Worlds,https://en.wikipedia.org/wiki/The_Outer_Worlds,Obsidian Entertainment,Private Division,Microsoft Windows | PlayStation 4 | Xbox One | Nintendo Switch | ,Windows  PS4  Xbox One: October 25  2019 | Nintendo Switch: June 5  2020 | ,Action role-playing,Single-player


BEST ART DIRECTION,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
CONTROL (1st),https://en.wikipedia.org/wiki/Control_(video_game),Remedy Entertainment,505 Games,Microsoft Windows | PlayStation 4 | Xbox One | ,27 August 2019,Third-person shooter  action-adventure,Single-player
Death Stranding,https://en.wikipedia.org/wiki/Death_Stranding,Kojima Productions,Sony Interactive Entertainment[a] | 505 Games[b] | ,PlayStation 4 | Microsoft Windows | ,PlayStation 4: November 8  2019 | Windows: June 2  2020 | ,Action,Single-player
Gris,https://en.wikipedia.org/wiki/Gris,Nomada Studio,Devolver Digital,macOS | Microsoft Windows | Nintendo Switch | iOS | PlayStation 4 | ,macOS  Microsoft Windows  Nintendo Switch: 13 December 2018 | iOS: 21 August 2019[1] | PlayStation 4: 26 November 2019[2] | Android: TBD[3] | ,Platform-adventure,Single-player
Sayonara Wild Hearts,https://en.wikipedia.org/wiki/Sayonara_Wild_Hearts,Simogo,Annapurna Interactive,PlayStation 4  Nintendo Switch  iOS  Microsoft Windows  Xbox One,PlayStation 4  Nintendo Switch  iOS: 19 September 2019 | Microsoft Windows: 12 December 2019 | Xbox One: 25 February 2020 | ,Rhythm  action,Single-player
Sekiro: Shadows Die Twice,https://en.wikipedia.org/wiki/Sekiro:_Shadows_Die_Twice,FromSoftware,JP: FromSoftware | ,Microsoft Windows | PlayStation 4 | Xbox One | ,22 March 2019,Action-adventure,Single-player
The Legend of Zelda: Link's Awakening,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Link%27s_Awakening_(2019_video_game),Grezzo,Nintendo,Nintendo Switch,September 20  2019,Action-adventure,Single-player


BEST SCORE/MUSIC,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
DEATH STRANDING (1st),https://en.wikipedia.org/wiki/Death_Stranding,Kojima Productions,Sony Interactive Entertainment[a] | 505 Games[b] | ,PlayStation 4 | Microsoft Windows | ,PlayStation 4: November 8  2019 | Windows: June 2  2020 | ,Action,Single-player
Cadence of Hyrule,https://en.wikipedia.org/wiki/Cadence_of_Hyrule,Brace Yourself Games,Nintendo,Nintendo Switch,June 13  2019,Roguelike  rhythm,Single-player |  multiplayer
Devil May Cry 5,https://en.wikipedia.org/wiki/Devil_May_Cry_5,Capcom,Capcom,Microsoft Windows | PlayStation 4 | Xbox One | ,8 March 2019,hack and slash,Single-player |  multiplayer
Kingdom Hearts III,https://en.wikipedia.org/wiki/Kingdom_Hearts_III,Square Enix Business Division 3,Square Enix,PlayStation 4  Xbox One,JP: January 25  2019: WW: January 29  2019 | ,Action role-playing,Single-player
Sayonara Wild Hearts,https://en.wikipedia.org/wiki/Sayonara_Wild_Hearts,Simogo,Annapurna Interactive,PlayStation 4  Nintendo Switch  iOS  Microsoft Windows  Xbox One,PlayStation 4  Nintendo Switch  iOS: 19 September 2019 | Microsoft Windows: 12 December 2019 | Xbox One: 25 February 2020 | ,Rhythm  action,Single-player


BEST AUDIO DESIGN,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
CALL OF DUTY: MODERN WARFARE (1st),https://en.wikipedia.org/wiki/Call_of_Duty:_Modern_Warfare_(2019_video_game),Infinity Ward[a],Activision,Microsoft WindowsPlayStation 4Xbox One,October 25  2019,First-person shooter,Single-player |  multiplayer
Control,https://en.wikipedia.org/wiki/Control_(video_game),Remedy Entertainment,505 Games,Microsoft Windows | PlayStation 4 | Xbox One | ,27 August 2019,Third-person shooter  action-adventure,Single-player
Death Stranding,https://en.wikipedia.org/wiki/Death_Stranding,Kojima Productions,Sony Interactive Entertainment[a] | 505 Games[b] | ,PlayStation 4 | Microsoft Windows | ,PlayStation 4: November 8  2019 | Windows: June 2  2020 | ,Action,Single-player
Gears 5,https://en.wikipedia.org/wiki/Gears_5,The Coalition,Xbox Game Studios,Microsoft Windows | Xbox One | Xbox Series X | ,September 10  2019[a],Third-person shooter,Single-player |  multiplayer
Resident Evil 2,https://en.wikipedia.org/wiki/Resident_Evil_2_(2019_video_game),Capcom,Capcom,Windows | PlayStation 4 | Xbox One | ,January 25  2019,Survival horror,Single-player
Sekiro: Shadows Die Twice,https://en.wikipedia.org/wiki/Sekiro:_Shadows_Die_Twice,FromSoftware,JP: FromSoftware | ,Microsoft Windows | PlayStation 4 | Xbox One | ,22 March 2019,Action-adventure,Single-player


GAMES FOR IMPACT,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
GRIS (1st),https://en.wikipedia.org/wiki/Gris,Nomada Studio,Devolver Digital,macOS | Microsoft Windows | Nintendo Switch | iOS | PlayStation 4 | ,macOS  Microsoft Windows  Nintendo Switch: 13 December 2018 | iOS: 21 August 2019[1] | PlayStation 4: 26 November 2019[2] | Android: TBD[3] | ,Platform-adventure,Single-player
Concrete Genie,https://en.wikipedia.org/wiki/Concrete_Genie,Pixelopus,Sony Interactive Entertainment,PlayStation 4,October 8  2019,Action-adventure,Single-player
Kind Words
Life Is Strange 2,https://en.wikipedia.org/wiki/Life_Is_Strange_2,Dontnod EntertainmentFeral Interactive (macOS & Linux),Square EnixFeral Interactive (macOS & Linux),Microsoft Windows | PlayStation 4 | Xbox One | macOS | Linux | ,Episode 1: Roads: 27 September 2018 | Episode 2: Rules: 24 January 2019 | Episode 3: Wastelands: 9 May 2019 | Episode 4: Faith: 22 August 2019 | Episode 5: Wolves: 3 December 2019 | ,Graphic adventure,Single-player
Sea of Solitude,https://en.wikipedia.org/wiki/Sea_of_Solitude,Jo-Mei Games,Electronic Arts,Microsoft Windows  PlayStation 4  Xbox One,July 5  2019,Adventure,Single-player


BEST INDEPENDENT GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
DISCO ELYSIUM (1st),https://en.wikipedia.org/wiki/Disco_Elysium,ZA/UM,ZA/UM,Microsoft Windows | PlayStation 4 | Xbox One | ,Microsoft Windows: 15 October 2019 | PlayStation 4  Xbox One: 2020 | ,Role-playing,Single-player
Baba Is You,https://en.wikipedia.org/wiki/Baba_Is_You,Hempuli,Hempuli,Microsoft Windows | Linux | macOS | Nintendo Switch | ,13 March 2019,Puzzle,Single-player
Katana Zero,https://en.wikipedia.org/wiki/Katana_Zero,Askiisoft,Devolver Digital,Microsoft Windows  macOS  Nintendo Switch,April 18  2019,Action  platform,Single-player
Outer Wilds,https://en.wikipedia.org/wiki/Outer_Wilds,Mobius Digital,Annapurna Interactive,Microsoft Windows | Xbox One | PlayStation 4 | ,Xbox One: May 29  2019 | Windows: May 30  2019 | PlayStation 4: October 15  2019 | ,Action-adventure,Single-player
Untitled Goose Game,https://en.wikipedia.org/wiki/Untitled_Goose_Game,House House,Panic,macOS | Microsoft Windows | Nintendo Switch | PlayStation 4 | Xbox One | ,macOS  Windows  Switch: 20 September 2019 | PlayStation 4  Xbox One: 17 December 2019 | ,Puzzle  stealth,Single-player


BEST MOBILE GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
CALL OF DUTY: MOBILE (1st),https://en.wikipedia.org/wiki/Call_of_Duty:_Mobile,TiMi Studios,Activision,Android  iOS,October 1  2019,First-person shooter,Multiplayer
Grindstone
Sayonara Wild Hearts,https://en.wikipedia.org/wiki/Sayonara_Wild_Hearts,Simogo,Annapurna Interactive,PlayStation 4  Nintendo Switch  iOS  Microsoft Windows  Xbox One,PlayStation 4  Nintendo Switch  iOS: 19 September 2019 | Microsoft Windows: 12 December 2019 | Xbox One: 25 February 2020 | ,Rhythm  action,Single-player
Sky: Children of Light
What the Golf?,https://en.wikipedia.org/wiki/What_the_Golf,Triband,Triband,Microsoft Windows  iOS  Nintendo Switch,WW: 19 September 2019,Sports,Single-player


BEST VR/AR GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
BEAT SABER (1st),https://en.wikipedia.org/wiki/Beat_Saber,Beat Games,Beat Games,PlayStation 4  Microsoft Windows  Oculus VR,May 21  2019,Rhythm,Single-player
Asgard's Wrath
Blood & Truth,https://en.wikipedia.org/wiki/Blood_%26_Truth,SIE London Studio,Sony Interactive Entertainment,PlayStation 4/ PSVR,May 28  2019,First-person shooter,Single-player
No Man's Sky,https://en.wikipedia.org/wiki/No_Man%27s_Sky,Hello Games,Hello Games,PlayStation 4 | Microsoft Windows | Xbox One | ,NA: 9 August 2016: EU: 10 August 2016 | WW: 12 August 2016: WW: 24 July 2018 | ,Action-adventure  survival,Single-player |  multiplayer[a]
Trover Saves the Universe,https://en.wikipedia.org/wiki/Trover_Saves_the_Universe,


BEST ACTION GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
DEVIL MAY CRY 5 (1st),https://en.wikipedia.org/wiki/Devil_May_Cry_5,Capcom,Capcom,Microsoft Windows | PlayStation 4 | Xbox One | ,8 March 2019,hack and slash,Single-player |  multiplayer
Apex Legends,https://en.wikipedia.org/wiki/Apex_Legends,Respawn Entertainment,Electronic Arts,Windows | PlayStation 4 | Xbox One | ,February 4  2019,Battle royale  first-person shooter,Multiplayer
Astral Chain,https://en.wikipedia.org/wiki/Astral_Chain,PlatinumGames,Nintendo,Nintendo Switch,August 30  2019,Action-adventure  hack and slash,Single-player |  multiplayer
Call of Duty: Modern Warfare,https://en.wikipedia.org/wiki/Call_of_Duty:_Modern_Warfare_(2019_video_game),Infinity Ward[a],Activision,Microsoft WindowsPlayStation 4Xbox One,October 25  2019,First-person shooter,Single-player |  multiplayer
Gears 5,https://en.wikipedia.org/wiki/Gears_5,The Coalition,Xbox Game Studios,Microsoft Windows | Xbox One | Xbox Series X | ,September 10  2019[a],Third-person shooter,Single-player |  multiplayer
Metro Exodus,https://en.wikipedia.org/wiki/Metro_Exodus,4A Games,Deep Silver,Microsoft Windows | PlayStation 4 | Xbox One | Stadia | ,Microsoft Windows  PlayStation 4  Xbox One: 15 February 2019 | Stadia: 19 November 2019 | ,First-person shooter,Single-player


BEST ACTION/ADVENTURE GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
SEKIRO: SHADOWS DIE TWICE (1st),https://en.wikipedia.org/wiki/Sekiro:_Shadows_Die_Twice,FromSoftware,JP: FromSoftware | ,Microsoft Windows | PlayStation 4 | Xbox One | ,22 March 2019,Action-adventure,Single-player
Borderlands 3,https://en.wikipedia.org/wiki/Borderlands_3,Gearbox Software,2K Games,macOS | Stadia | Windows | PlayStation 4 | Xbox One | ,13 September 2019,Action role-playing  first-person shooter,Single-player |  multiplayer
Control,https://en.wikipedia.org/wiki/Control_(video_game),Remedy Entertainment,505 Games,Microsoft Windows | PlayStation 4 | Xbox One | ,27 August 2019,Third-person shooter  action-adventure,Single-player
Death Stranding,https://en.wikipedia.org/wiki/Death_Stranding,Kojima Productions,Sony Interactive Entertainment[a] | 505 Games[b] | ,PlayStation 4 | Microsoft Windows | ,PlayStation 4: November 8  2019 | Windows: June 2  2020 | ,Action,Single-player
Resident Evil 2,https://en.wikipedia.org/wiki/Resident_Evil_2_(2019_video_game),Capcom,Capcom,Windows | PlayStation 4 | Xbox One | ,January 25  2019,Survival horror,Single-player
The Legend of Zelda: Link's Awakening,https://en.wikipedia.org/wiki/The_Legend_of_Zelda:_Link%27s_Awakening_(2019_video_game),Grezzo,Nintendo,Nintendo Switch,September 20  2019,Action-adventure,Single-player


BEST ROLE PLAYING GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
DISCO ELYSIUM (1st),https://en.wikipedia.org/wiki/Disco_Elysium,ZA/UM,ZA/UM,Microsoft Windows | PlayStation 4 | Xbox One | ,Microsoft Windows: 15 October 2019 | PlayStation 4  Xbox One: 2020 | ,Role-playing,Single-player
Final Fantasy XIV,https://en.wikipedia.org/wiki/Final_Fantasy_XIV,Square Enix Business Division 5,Square Enix,Microsoft Windows | PlayStation 3[a] | PlayStation 4 | OS X | Xbox One | ,Windows  PlayStation 3: August 27  2013 | PlayStation 4: April 14  2014 | OS X: June 23  2015 | Xbox One: TBA | ,MMORPG,Multiplayer
Kingdom Hearts III,https://en.wikipedia.org/wiki/Kingdom_Hearts_III,Square Enix Business Division 3,Square Enix,PlayStation 4  Xbox One,JP: January 25  2019: WW: January 29  2019 | ,Action role-playing,Single-player
Monster Hunter World: Iceborne,https://en.wikipedia.org/wiki/Monster_Hunter_World:_Iceborne,Capcom,Capcom,PlayStation 4 | Xbox One | Microsoft Windows | ,PlayStation 4  Xbox One: January 26  2018 | Windows: August 9  2018 | ,Action role-playing,Single-player |  multiplayer
The Outer Worlds,https://en.wikipedia.org/wiki/The_Outer_Worlds,Obsidian Entertainment,Private Division,Microsoft Windows | PlayStation 4 | Xbox One | Nintendo Switch | ,Windows  PS4  Xbox One: October 25  2019 | Nintendo Switch: June 5  2020 | ,Action role-playing,Single-player


BEST FIGHTING GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
SUPER SMASH BROS. ULTIMATE (1st),https://en.wikipedia.org/wiki/Super_Smash_Bros._Ultimate,Bandai Namco StudiosSora Ltd.,Nintendo,Nintendo Switch,December 7  2018,Fighting,Single-player |  multiplayer
Dead or Alive 6,https://en.wikipedia.org/wiki/Dead_or_Alive_6,Team Ninja,Koei Tecmo Games,Arcade | Microsoft Windows | PlayStation 4 | Xbox One | ,WW: March 1  2019: JP: July 18  2019 | ,Fighting,Single-player |  multiplayer
Jump Force,https://en.wikipedia.org/wiki/Jump_Force,Spike Chunsoft,Bandai Namco Entertainment,Microsoft WindowsPlayStation 4Xbox One,JP: 14 February 2019 (PS4): WW: 15 February 2019[1] | ,Fighting,Single-player |  multiplayer
Mortal Kombat 11,https://en.wikipedia.org/wiki/Mortal_Kombat_11,NetherRealm Studios[a],Warner Bros. Interactive Entertainment,Microsoft Windows | Nintendo Switch | PlayStation 4 | Xbox One | Stadia | ,WW: April 23  2019: NA: April 23  2019 | EU: May 10  2019: WW: November 19  2019 | ,Fighting,Single-player |  multiplayer
Samurai Shodown,https://en.wikipedia.org/wiki/Samurai_Shodown_(2019_video_game),SNK Corporation,JP: SNK Corporation | ,Arcade | Nintendo Switch | PlayStation 4 | Xbox One[5] | Stadia | ,WW: June 25  2019: JP: June 27  2019 | JP: October 24  2019: WW: November 19  2019 | JP: December 12  2019: WW: February 25  2020 | ,Fighting,Single-player |  multiplayer


BEST FAMILY GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
LUIGI'S MANSION 3 (1st),https://en.wikipedia.org/wiki/Luigi%27s_Mansion_3,Next Level Games,Nintendo,Nintendo Switch,October 31  2019,Action-adventure,Single-player |  multiplayer
Ring Fit Adventure,https://en.wikipedia.org/wiki/Ring_Fit_Adventure,Nintendo EPD[a],Nintendo,Nintendo Switch,October 18  2019,Exergame  role-playing,Single-player
Super Mario Maker 2,https://en.wikipedia.org/wiki/Super_Mario_Maker_2,Nintendo EPD,Nintendo,Nintendo Switch,June 28  2019,Level editor  platform,Single-player |  multiplayer
Super Smash Bros. Ultimate,https://en.wikipedia.org/wiki/Super_Smash_Bros._Ultimate,Bandai Namco StudiosSora Ltd.,Nintendo,Nintendo Switch,December 7  2018,Fighting,Single-player |  multiplayer
Yoshi's Crafted World,https://en.wikipedia.org/wiki/Yoshi%27s_Crafted_World,Good-Feel,Nintendo,Nintendo Switch,March 29  2019,Platform  side-scrolling,Single-player |  multiplayer


BEST STRATEGY GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
FIRE EMBLEM: THREE HOUSES (1st),https://en.wikipedia.org/wiki/Fire_Emblem:_Three_Houses,Intelligent SystemsKoei Tecmo,Nintendo,Nintendo Switch,July 26  2019,Tactical role-playing,Single player
Age of Wonders: Planetfall,https://en.wikipedia.org/wiki/Age_of_Wonders:_Planetfall,Triumph Studios,Paradox Interactive,Microsoft Windows | PlayStation 4 | Xbox One | ,August 6  2019,4X  turn-based strategy,Single-player |  multiplayer
Anno 1800,https://en.wikipedia.org/wiki/Anno_1800,Blue Byte,Ubisoft,Microsoft Windows,April 16  2019,City-building  real-time strategy,Single-player |  multiplayer
Total War: Three Kingdoms,https://en.wikipedia.org/wiki/Total_War:_Three_Kingdoms,Creative Assembly,Sega,Microsoft Windows  macOS  Linux,May 23  2019,Turn-based strategy  real-time tactics,Single-player |  multiplayer
Tropico 6,https://en.wikipedia.org/wiki/Tropico_6,Limbic Entertainment,Kalypso Media,Microsoft WindowsmacOSLinuxSteamOSPlayStation 4Xbox OneNintendo Switch,Windows  macOS  Linux: 29 March 2019 | PlayStation 4  Xbox One: 27 September 2019 | Nintendo Switch: TBD | ,Construction and management simulation  government simulation,Single-player |  multiplayer
Wargroove,https://en.wikipedia.org/wiki/Wargroove,Chucklefish,Chucklefish,Microsoft Windows  Nintendo Switch  Xbox One  PlayStation 4,Windows  Switch  Xbox One: February 1  2019 | PlayStation 4: July 23  2019 | ,Turn-based tactics,Single-player |  multiplayer


BEST SPORTS/RACING GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
CRASH TEAM RACING NITRO-FUELED (1st),https://en.wikipedia.org/wiki/Crash_Team_Racing_Nitro-Fueled,Beenox[a],Activision,Nintendo Switch | PlayStation 4 | Xbox One | ,June 21  2019,Kart racing,Single-player |  multiplayer
Dirt Rally 2.0,https://en.wikipedia.org/wiki/Dirt_Rally_2.0,Codemasters,Codemasters,Microsoft WindowsPlayStation 4Xbox One,26 February 2019,Racing simulation,Single-player |  multiplayer
eFootball Pro Evolution Soccer 2020,https://en.wikipedia.org/wiki/EFootball_Pro_Evolution_Soccer_2020,PES Productions,Konami,Microsoft WindowsPlayStation 4Xbox OneAndroidiOS,WW: 10 September 2019: AS: 12 September 2019 | ,Sports,Single-player |  multiplayer
F1 2019,https://en.wikipedia.org/wiki/F1_2019_(video_game),Codemasters Birmingham,Codemasters,Microsoft Windows  PlayStation 4  Xbox One,28 June 2019,Racing,Single-player |  multiplayer
FIFA 20,https://en.wikipedia.org/wiki/FIFA_20,EA VancouverEA Romania[1],EA Sports,Microsoft Windows | PlayStation 4 | Xbox One | Nintendo Switch | ,27 September 2019,Sports,Single-player |  multiplayer


BEST MULTIPLAYER GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
APEX LEGENDS (1st),https://en.wikipedia.org/wiki/Apex_Legends,Respawn Entertainment,Electronic Arts,Windows | PlayStation 4 | Xbox One | ,February 4  2019,Battle royale  first-person shooter,Multiplayer
Borderlands 3,https://en.wikipedia.org/wiki/Borderlands_3,Gearbox Software,2K Games,macOS | Stadia | Windows | PlayStation 4 | Xbox One | ,13 September 2019,Action role-playing  first-person shooter,Single-player |  multiplayer
Call of Duty: Modern Warfare,https://en.wikipedia.org/wiki/Call_of_Duty:_Modern_Warfare_(2019_video_game),Infinity Ward[a],Activision,Microsoft WindowsPlayStation 4Xbox One,October 25  2019,First-person shooter,Single-player |  multiplayer
Tetris 99,https://en.wikipedia.org/wiki/Tetris_99,Arika,Nintendo,Nintendo Switch,JP: August 9  2019: NA: September 6  2019 | EU: September 20  2019: ,Puzzle  battle royale,Multiplayer |  Single-player
Tom Clancy's The Division 2,https://en.wikipedia.org/wiki/Tom_Clancy%27s_The_Division_2,Massive Entertainment[a],Ubisoft,Microsoft Windows | PlayStation 4 | Xbox One | Stadia | ,March 15  2019[b],Action role-playingThird person shooter,Multiplayer


FRESH INDIE GAME[A],Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
DISCO ELYSIUM (1st)
My Friend Pedro,https://en.wikipedia.org/wiki/My_Friend_Pedro,DeadToast Entertainment,Devolver Digital,Microsoft Windows | Nintendo Switch | Xbox One | PlayStation 4 | ,Microsoft Windows  Nintendo Switch: 20 June 2019 | Xbox One: 5 December 2019[1] | PlayStation 4: 2 April 2020 | ,Shoot 'em up,Single-player
Untitled Goose Game,https://en.wikipedia.org/wiki/Untitled_Goose_Game,House House,Panic,macOS | Microsoft Windows | Nintendo Switch | PlayStation 4 | Xbox One | ,macOS  Windows  Switch: 20 September 2019 | PlayStation 4  Xbox One: 17 December 2019 | ,Puzzle  stealth,Single-player
Slay the Spire,https://en.wikipedia.org/wiki/Slay_the_Spire,MegaCrit,Humble Bundle,Microsoft Windows  macOS  Linux  Nintendo Switch  PlayStation 4  Xbox One  iOS  Android,Windows  macOS  Linux: January 23  2019 | PlayStation 4: May 21  2019 | Nintendo Switch: June 6  2019 | Xbox One: August 14  2019 | iOS  Android: 2020 | ,Roguelike  deck-building,Single-player
Outer Wilds,https://en.wikipedia.org/wiki/Outer_Wilds,Mobius Digital,Annapurna Interactive,Microsoft Windows | Xbox One | PlayStation 4 | ,Xbox One: May 29  2019 | Windows: May 30  2019 | PlayStation 4: October 15  2019 | ,Action-adventure,Single-player
Gris,https://en.wikipedia.org/wiki/Gris,Nomada Studio,Devolver Digital,macOS | Microsoft Windows | Nintendo Switch | iOS | PlayStation 4 | ,macOS  Microsoft Windows  Nintendo Switch: 13 December 2018 | iOS: 21 August 2019[1] | PlayStation 4: 26 November 2019[2] | Android: TBD[3] | ,Platform-adventure,Single-player


BEST COMMUNITY SUPPORT,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
DESTINY 2 (1st),https://en.wikipedia.org/wiki/Destiny_2,Bungie[a],Activision (2017–2019) | Bungie (2019–present) | ,Windows | PlayStation 4 | Xbox One | Stadia | ,PS4  Xbox One: September 6  2017 | Windows: October 24  2017 | Stadia: November 19  2019 | ,First-person shooter,Multiplayer
Apex Legends,https://en.wikipedia.org/wiki/Apex_Legends,Respawn Entertainment,Electronic Arts,Windows | PlayStation 4 | Xbox One | ,February 4  2019,Battle royale  first-person shooter,Multiplayer
Final Fantasy XIV,https://en.wikipedia.org/wiki/Final_Fantasy_XIV,Square Enix Business Division 5,Square Enix,Microsoft Windows | PlayStation 3[a] | PlayStation 4 | OS X | Xbox One | ,Windows  PlayStation 3: August 27  2013 | PlayStation 4: April 14  2014 | OS X: June 23  2015 | Xbox One: TBA | ,MMORPG,Multiplayer
