GAME OF THE YEAR,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
VALIANT HEARTS: THE GREAT WAR (1st),https://en.wikipedia.org/wiki/Valiant_Hearts:_The_Great_War,Ubisoft Montpellier,Ubisoft,Microsoft WindowsPlayStation 3PlayStation 4Xbox 360Xbox OneiOSAndroidNintendo Switch,25 June 2014,Puzzle  adventure,Single-player
South Park: The Stick of Truth,https://en.wikipedia.org/wiki/South_Park:_The_Stick_of_Truth,Obsidian Entertainment,Ubisoft,Microsoft Windows | PlayStation 3 | Xbox 360 | PlayStation 4 | Xbox One | Nintendo Switch | ,March 4  2014,Role-playing,Single-player
The Walking Dead: Season Two,https://en.wikipedia.org/wiki/The_Walking_Dead:_Season_Two,Telltale Games,Telltale Games,Microsoft Windows  OS X  PlayStation 3  Xbox 360  iOS  PlayStation Vita  PlayStation 4  Xbox One  Nintendo Switch  Ouya  Android,Episode 1,Graphic adventureInteractive movie,Single-player
The Wolf Among Us,https://en.wikipedia.org/wiki/The_Wolf_Among_Us,Telltale Games,Telltale Games,Android | iOS | OS X | PlayStation 3 | PlayStation 4 | PlayStation Vita | Xbox 360 | Xbox One | ,
Episode 1
WW: October 11  2013[2]WW: October 14  2013 (OS X)[1]NA: October 15  2013 (PS3)[2]EU: October 16  2013 (PS3)[3]AU: October 16  2013 (PS3)[3]WW: December 4  2013 (iOS)[4] 
,Graphic adventure,Single-player
Wolfenstein: The New Order,https://en.wikipedia.org/wiki/Wolfenstein:_The_New_Order,MachineGames,Bethesda Softworks,Microsoft Windows | PlayStation 3 | PlayStation 4 | Xbox 360 | Xbox One | ,20 May 2014,Action-adventure  first-person shooter,Single-player


BEST SCORE/SOUNDTRACK,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
DESTINY (1st),https://en.wikipedia.org/wiki/Destiny_(video_game),Bungie[a],Activision,PlayStation 3 | PlayStation 4 | Xbox 360 | Xbox One | ,WW: September 9  2014[2],First-person shooter,Multiplayer
Alien: Isolation,https://en.wikipedia.org/wiki/Alien:_Isolation,Creative Assembly,Sega,Microsoft Windows | PlayStation 3 | PlayStation 4 | Xbox 360 | Xbox One | Linux | OS X | Nintendo Switch | ,7 October 2014,Action-adventure  stealth  survival horror,Single-player
Child of Light,https://en.wikipedia.org/wiki/Child_of_Light,Ubisoft Montreal,Ubisoft,Microsoft WindowsPlayStation 3PlayStation 4PlayStation VitaWii UXbox 360Xbox OneNintendo Switch,April 30  2014,Platformer  role-playing,Single-player |  multiplayer
Sunset Overdrive,https://en.wikipedia.org/wiki/Sunset_Overdrive,Insomniac Games[a],Microsoft Studios,Xbox One | Microsoft Windows | ,NA: October 28  2014: AU: October 30  2014 | EU: October 31  2014: WW: November 16  2018 | ,Action-adventure  third-person shooter,Single-player |  multiplayer[b]
Transistor,https://en.wikipedia.org/wiki/Transistor_(video_game),Supergiant Games,Supergiant Games,Microsoft Windows  PlayStation 4  OS X  Linux  iOS  Nintendo Switch,WW: May 20  2014: WW: May 21  2014 | WW: October 30  2014: WW: October 30  2014 | WW: June 11  2015: WW: November 2  2015 | WW: November 1  2018: ,Action role-playing  turn-based strategy,Single-player


GAMES FOR CHANGE,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
VALIANT HEARTS: THE GREAT WAR (1st),https://en.wikipedia.org/wiki/Valiant_Hearts:_The_Great_War,Ubisoft Montpellier,Ubisoft,Microsoft WindowsPlayStation 3PlayStation 4Xbox 360Xbox OneiOSAndroidNintendo Switch,25 June 2014,Puzzle  adventure,Single-player
Mountain
Never Alone,https://en.wikipedia.org/wiki/Never_Alone_(video_game),Upper One Games,E-Line Media,Linux | Microsoft Windows | OS X | PlayStation 3 | PlayStation 4 | Wii U | Xbox One | iOS | Android | ,NA: November 18  2014: EU: November 26  2014[1] | JP: December 11  2014: NA: June 25  2015 | EU: July 9  2015: EU: December 22  2015 | NA: December 23  2015[2]: ,Puzzle-platformer,Single-player |  multiplayer
The Last of Us: Left Behind,https://en.wikipedia.org/wiki/The_Last_of_Us:_Left_Behind,Naughty Dog,Sony Computer Entertainment,PlayStation 3 | PlayStation 4 | ,WW: February 14  2014: NA: July 29  2014 | PAL: July 30  2014: UK: August 1  2014 | ,Action-adventure  survival horror,Single-player
This War of Mine,https://en.wikipedia.org/wiki/This_War_of_Mine,11 bit studiosWar Child (Android & iOS),11 bit studios,Microsoft Windows  OS X  Linux  Android  iOS  PlayStation 4  Xbox One  Nintendo Switch,WW: November 14  2014[1]: WW: July 14  2015 | WW: July 15  2015: WW: January 29  2016 (PS4  XONE)[2] | WW: June 1  2016 (PC): WW: November 27  2018 | ,Survival,Single-player


BEST SHOOTER,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
FAR CRY 4 (1st),https://en.wikipedia.org/wiki/Far_Cry_4,Ubisoft Montreal[a],Ubisoft,Microsoft Windows | PlayStation 3 | PlayStation 4 | Xbox 360 | Xbox One | ,November 18  2014,First-person shooter,Single-player |  multiplayer
Call of Duty: Advanced Warfare,https://en.wikipedia.org/wiki/Call_of_Duty:_Advanced_Warfare,Sledgehammer Games[a],Activision,Microsoft WindowsPlayStation 3PlayStation 4Xbox 360Xbox One,November 4  2014[b],First-person shooter,Single-player |  multiplayer
Destiny,https://en.wikipedia.org/wiki/Destiny_(video_game),Bungie[a],Activision,PlayStation 3 | PlayStation 4 | Xbox 360 | Xbox One | ,WW: September 9  2014[2],First-person shooter,Multiplayer
Titanfall,https://en.wikipedia.org/wiki/Titanfall,Respawn Entertainment,Electronic Arts,Windows | Xbox One | Xbox 360 | ,March 11  2014,First-person shooter,Multiplayer
Wolfenstein: The New Order,https://en.wikipedia.org/wiki/Wolfenstein:_The_New_Order,MachineGames,Bethesda Softworks,Microsoft Windows | PlayStation 3 | PlayStation 4 | Xbox 360 | Xbox One | ,20 May 2014,Action-adventure  first-person shooter,Single-player


BEST ACTION/ADVENTURE,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
MIDDLE-EARTH: SHADOW OF MORDOR (1st),https://en.wikipedia.org/wiki/Middle-earth:_Shadow_of_Mordor,Monolith Productions,Warner Bros. Interactive Entertainment,Microsoft Windows | PlayStation 4 | Xbox One | PlayStation 3 | Xbox 360 | Linux | OS X | ,September 30  2014,Action-adventure,Single-player
Assassin's Creed Unity,https://en.wikipedia.org/wiki/Assassin%27s_Creed_Unity,Ubisoft Montreal[a],Ubisoft,Microsoft Windows | PlayStation 4 | Xbox One | ,NA: November 11  2014: PAL: November 13  2014 | UK: November 14  2014: ,Action-adventure  stealth,Single-player |  multiplayer
Alien: Isolation,https://en.wikipedia.org/wiki/Alien:_Isolation,Creative Assembly,Sega,Microsoft Windows | PlayStation 3 | PlayStation 4 | Xbox 360 | Xbox One | Linux | OS X | Nintendo Switch | ,7 October 2014,Action-adventure  stealth  survival horror,Single-player
Bayonetta 2,https://en.wikipedia.org/wiki/Bayonetta_2,PlatinumGames,Nintendo,Wii U  Nintendo Switch,JP: September 20  2014[3]: NA/EU: October 24  2014[2] | AU: October 25  2014[4]: WW: February 16  2018[5] | JP: February 17  2018: ,Action  hack and slash,Single-player |  multiplayer
Sunset Overdrive,https://en.wikipedia.org/wiki/Sunset_Overdrive,Insomniac Games[a],Microsoft Studios,Xbox One | Microsoft Windows | ,NA: October 28  2014: AU: October 30  2014 | EU: October 31  2014: WW: November 16  2018 | ,Action-adventure  third-person shooter,Single-player |  multiplayer[b]


BEST ROLE PLAYING GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
DRAGON AGE: INQUISITION (1st),https://en.wikipedia.org/wiki/Dragon_Age:_Inquisition,BioWare,Electronic Arts,Microsoft WindowsPlayStation 3PlayStation 4Xbox 360Xbox One,NA: November 18  2014[2][3]: AU: November 20  2014 | EU: November 21  2014: ,Action role-playing[4],Single-player |  multiplayer
Bravely Default,https://en.wikipedia.org/wiki/Bravely_Default,Silicon Studio,JP: Square Enix | WW: Nintendo | ,Nintendo 3DS,October 11  2012,Role-playing,Single-player
Dark Souls II,https://en.wikipedia.org/wiki/Dark_Souls_II,FromSoftware,JP: FromSoftware | ,PlayStation 3  Xbox 360  Microsoft Windows  PlayStation 4  Xbox One,March 11  2014,Action role-playing,Single-player |  multiplayer
Divinity: Original Sin,https://en.wikipedia.org/wiki/Divinity:_Original_Sin,Larian Studios,Larian Studios (PC)Focus Home Interactive (PS4  XONE),Windows  OS X  Linux  PlayStation 4  Xbox One,Windows: 30 June 2014[1] | PlayStation 4  Xbox One: October 27  2015[2] | Linux  OS X: December 23  2015 | ,Role-playing,Single-player |  multiplayer
South Park: The Stick of Truth,https://en.wikipedia.org/wiki/South_Park:_The_Stick_of_Truth,Obsidian Entertainment,Ubisoft,Microsoft Windows | PlayStation 3 | Xbox 360 | PlayStation 4 | Xbox One | Nintendo Switch | ,March 4  2014,Role-playing,Single-player


BEST FIGHTING GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
SUPER SMASH BROS. FOR WII U (1st),https://en.wikipedia.org/wiki/Super_Smash_Bros._for_Nintendo_3DS_and_Wii_U,Bandai Namco StudiosSora Ltd.,Nintendo,Nintendo 3DS  Wii U,JP: September 13  2014: NA/EU: October 3  2014 | AU: October 4  2014: NA: November 21  2014 | EU: November 28  2014: AU: November 29  2014 | JP: December 6  2014: ,Fighting,Single-player |  multiplayer
Killer Instinct: Season Two,https://en.wikipedia.org/wiki/Killer_Instinct_(2013_video_game)#Season_Two,Double Helix Games (season 1)Iron Galaxy (seasons 2–3)Rare,Microsoft Studios,Microsoft Windows  Xbox One,November 22  2013,Fighting,Single-player |  multiplayer
Persona 4 Arena Ultimax,https://en.wikipedia.org/wiki/Persona_4_Arena_Ultimax,Arc System WorksAtlus,JP: Atlus | NA: Atlus USA | EU: Sega | KO: SCEK  (PS3 Only) | ,Arcade  PlayStation 3  Xbox 360,JP: November 28  2013: JP: August 28  2014[a] | NA: September 30  2014: EU: November 21  2014 | KO: February 17  2015[b]: ,Fighting,Single-player |  multiplayer
Super Smash Bros. for Nintendo 3DS,https://en.wikipedia.org/wiki/Super_Smash_Bros._for_Nintendo_3DS_and_Wii_U,Bandai Namco StudiosSora Ltd.,Nintendo,Nintendo 3DS  Wii U,JP: September 13  2014: NA/EU: October 3  2014 | AU: October 4  2014: NA: November 21  2014 | EU: November 28  2014: AU: November 29  2014 | JP: December 6  2014: ,Fighting,Single-player |  multiplayer
Ultra Street Fighter IV,https://en.wikipedia.org/wiki/Ultra_Street_Fighter_IV,


BEST FAMILY GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
MARIO KART 8 (1st),https://en.wikipedia.org/wiki/Mario_Kart_8,Nintendo EAD[a],Nintendo,Wii U | Nintendo Switch | ,JP: May 29  2014: NA/EU: May 30  2014 | AU: May 31  2014: WW: April 28  2017 | ,Kart racing,Single-player |  multiplayer
Disney Infinity: Marvel Super Heroes,https://en.wikipedia.org/wiki/Disney_Infinity:_Marvel_Super_Heroes,Avalanche SoftwareHeavy Iron Studios,Disney Interactive Studios,iOS  Android  PlayStation 3  PlayStation 4  PlayStation Vita  Wii U  Microsoft Windows  Xbox 360  Xbox One,NA: September 23  20141: AU: September 18  20141[1] | EU: September 18  20141[2]: UK: September 19  20141[3] | WW: October 2  2014[4]: WW: May 9  2015[5] | ,Action-adventure  sandbox  toys-to-life[6],Single-player |  multiplayer2
Fantasia: Music Evolved,https://en.wikipedia.org/wiki/Fantasia:_Music_Evolved,Harmonix,Disney Interactive,Xbox 360Xbox One,NA: October 21  2014: AU: October 23  2014 | EU: October 24  2014: ,Music  rhythm,Single-player |  multiplayer
Skylanders: Trap Team,https://en.wikipedia.org/wiki/Skylanders:_Trap_Team,
Tomodachi Life,https://en.wikipedia.org/wiki/Tomodachi_Life,Nintendo SPD,Nintendo,Nintendo 3DS,JP: April 18  2013: NA: June 6  2014 | EU: June 6  2014: AU: June 7  2014 | ROK: July 17  2014: ,Life simulation,Single-player


BEST SPORTS/RACING GAME,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
MARIO KART 8 (1st),https://en.wikipedia.org/wiki/Mario_Kart_8,Nintendo EAD[a],Nintendo,Wii U | Nintendo Switch | ,JP: May 29  2014: NA/EU: May 30  2014 | AU: May 31  2014: WW: April 28  2017 | ,Kart racing,Single-player |  multiplayer
FIFA 15,https://en.wikipedia.org/wiki/FIFA_15,EA Canada,EA Sports,PlayStation 3PlayStation 4WiiXbox 360Xbox One | PlayStation VitaNintendo 3DS | iOSAndroidWindows Phone | ,NA: 23 September 2014: EU: 25 September 2014 | UK: 26 September 2014: ,Sports,Single-player |  multiplayer
Forza Horizon 2,https://en.wikipedia.org/wiki/Forza_Horizon_2,Playground Games (Xbox One)[a]Sumo Digital (Xbox 360),Microsoft Studios,Xbox OneXbox 360,NA: 30 September 2014[1]: AU: 2 October 2014 | EU: 3 October 2014: ,Racing,Single-player |  multiplayer
NBA 2K15,https://en.wikipedia.org/wiki/NBA_2K15,Visual Concepts,2K Sports,Xbox 360Xbox OnePlayStation 3PlayStation 4Microsoft WindowsiOSAndroid,JP: November 27  2014: NA: October 7  2014 | AU: October 9  2014: EU: October 10  2014 | WW: October 16  2014: ,Sports,Single-player |  multiplayer
Trials Fusion,https://en.wikipedia.org/wiki/Trials_Fusion,RedLynxUbisoft ShanghaiUbisoft Kiev,Ubisoft,Microsoft WindowsPlayStation 4Xbox 360Xbox One,NA: April 15  2014[2]: PAL: April 16  2014[1] | WW: April 16  2014[1]: WW: April 24  2014 | ,Platform  racing,Single-player |  multiplayer


BEST ONLINE EXPERIENCE,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
DESTINY (1st),https://en.wikipedia.org/wiki/Destiny_(video_game),Bungie[a],Activision,PlayStation 3 | PlayStation 4 | Xbox 360 | Xbox One | ,WW: September 9  2014[2],First-person shooter,Multiplayer
Call of Duty: Advanced Warfare,https://en.wikipedia.org/wiki/Call_of_Duty:_Advanced_Warfare,Sledgehammer Games[a],Activision,Microsoft WindowsPlayStation 3PlayStation 4Xbox 360Xbox One,November 4  2014[b],First-person shooter,Single-player |  multiplayer
Dark Souls II,https://en.wikipedia.org/wiki/Dark_Souls_II,FromSoftware,JP: FromSoftware | ,PlayStation 3  Xbox 360  Microsoft Windows  PlayStation 4  Xbox One,March 11  2014,Action role-playing,Single-player |  multiplayer
Hearthstone: Heroes of Warcraft,https://en.wikipedia.org/wiki/Hearthstone:_Heroes_of_Warcraft,Blizzard Entertainment,Blizzard Entertainment,Microsoft Windows  macOS  iOS  Android,Windows  macOS: March 11  2014 | iOS: April 16  2014 | Android: December 15  2014 | ,Digital collectible card game,Single-player |  multiplayer
Titanfall,https://en.wikipedia.org/wiki/Titanfall,Respawn Entertainment,Electronic Arts,Windows | Xbox One | Xbox 360 | ,March 11  2014,First-person shooter,Multiplayer


BEST REMASTER,Links,Developer(s),Publisher(s),Platform(s),Release,Genre(s),Mode(s),
GRAND THEFT AUTO V (1st),https://en.wikipedia.org/wiki/Grand_Theft_Auto_V,Rockstar North[a],Rockstar Games,PlayStation 3 | Xbox 360 | PlayStation 4 | Xbox One | Microsoft Windows | ,17 September 2013,Action-adventure,Single-player |  multiplayer
Halo: The Master Chief Collection,https://en.wikipedia.org/wiki/Halo:_The_Master_Chief_Collection,343 Industries[a],Xbox Game Studios,Xbox One | Windows | ,Xbox One: November 11  2014 | Microsoft Windows: December 3  2019 | ,First-person shooter,Single-playerMultiplayer
Pokémon Omega Ruby and Alpha Sapphire,https://en.wikipedia.org/wiki/Pok%C3%A9mon_Omega_Ruby_and_Alpha_Sapphire,Game Freak,The Pokémon Company | Nintendo | ,Nintendo 3DS,WW: November 21  2014: EU: November 28  2014 | ,Role-playing,Single-player |  multiplayer
The Last of Us Remastered,https://en.wikipedia.org/wiki/The_Last_of_Us_Remastered,Naughty Dog,Sony Computer Entertainment,PlayStation 3 | PlayStation 4 | ,WW: June 14  2013: NA: July 29  2014 | PAL: July 30  2014: UK: August 1  2014 | ,Action-adventure  survival horror,Single-player |  multiplayer
Tomb Raider: Definitive Edition,https://en.wikipedia.org/wiki/Tomb_Raider_(2013_video_game),Crystal Dynamics[a],Square Enix,Microsoft Windows | PlayStation 3 | Xbox 360 | OS X | PlayStation 4 | Xbox One | Linux | Shield TV | Stadia | ,5 March 2013,Action-adventure,Single-player |  multiplayer


